date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:53	8879277/8879277	---M--	200	added ('OK')	image/jpeg	etag:%229235cb98326fa51045fcc3be28f5c7db%22	https://cdn.glitch.global/769ba200-0355-45be-a208-df4a85c7c38a/Aleksander_Ojamets_01_Self-portrait.jpeg.jpg?v=1734958729506	cdn.glitch.global/769ba200-0355-45be-a208-df4a85c7c38a/Aleksander_Ojamets_01_Self-portrait.jpeg6eab.jpg	(from https://aleksander-ojamets.glitch.me/)
17:10:54	4060/4060	---M--	200	added ('OK')	text/html	etag:%2253263018975ae0ebfd869f6dba885106%22	https://aleksander-ojamets.glitch.me/posts/course-02/	aleksander-ojamets.glitch.me/posts/course-02/index.html	(from https://aleksander-ojamets.glitch.me/)
17:10:54	4051/4051	---M--	200	added ('OK')	text/html	etag:%2241f6edd7668284342897ff5962abc3fc%22	https://aleksander-ojamets.glitch.me/posts/course-01/	aleksander-ojamets.glitch.me/posts/course-01/index.html	(from https://aleksander-ojamets.glitch.me/)
17:10:54	2337/2337	---M--	200	added ('OK')	text/html	etag:%2217b6d93a54c6a0ca98d44891f61b5e66%22	https://aleksander-ojamets.glitch.me/posts	aleksander-ojamets.glitch.me/posts.html	(from https://aleksander-ojamets.glitch.me/)
17:10:55	2437/2437	---M--	200	added ('OK')	text/html	etag:%226739c264a7e996bd4a8576db6911d41a%22	https://aleksander-ojamets.glitch.me/about	aleksander-ojamets.glitch.me/about.html	(from https://aleksander-ojamets.glitch.me/)
17:10:56	3674/3674	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jun%202025%2014:10:56%20GMT	https://marketing-website-iryna.glitch.me/robots.txt		(from )
17:10:57	4312/4312	---M--	200	added ('OK')	text/css	etag:%22b12e78002b508da585518589029b3941%22	https://marketing-website-iryna.glitch.me/style.css	marketing-website-iryna.glitch.me/style.css	(from https://marketing-website-iryna.glitch.me/)
17:10:58	1117/1117	---M--	200	added ('OK')	application/javascript	etag:%2267ed033c8e7121f2e5a09f39053cdd69%22	https://marketing-website-iryna.glitch.me/script.js	marketing-website-iryna.glitch.me/script.js	(from https://marketing-website-iryna.glitch.me/)
17:10:59	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2030%20Jun%202025%2014:10:59%20GMT	https://cdn.glitch.global/32c180bc-6721-4d71-9bd7-c61a1682f689/_%20(12	cdn.glitch.global/32c180bc-6721-4d71-9bd7-c61a1682f689/_%20(12.d.delayed	(from https://marketing-website-iryna.glitch.me/)
17:11:00	2686/2686	---M--	200	added ('OK')	text/html	etag:%2216ef2e5f811c5ccacae081ccf264765e%22	https://marketing-website-iryna.glitch.me/index.html	marketing-website-iryna.glitch.me/index-2.html	(from https://marketing-website-iryna.glitch.me/)
17:11:01	1969/1969	---M--	200	added ('OK')	text/html	etag:%22414deea0779f63686f1dc17d1f00be69%22	https://marketing-website-iryna.glitch.me/about-me.html	marketing-website-iryna.glitch.me/about-me.html	(from https://marketing-website-iryna.glitch.me/)
17:11:02	5532/5532	---M--	200	added ('OK')	text/html	etag:%22b38bd1697322d176d88670c8a55509e7%22	https://marketing-website-iryna.glitch.me/services.html	marketing-website-iryna.glitch.me/services.html	(from https://marketing-website-iryna.glitch.me/)
17:11:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Jun%202025%2013:26:49%20GMT	https://cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515%2FLogo_Color.svg?v=1618199565140	cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515/Logo_Color74ab.svg	(from https://marketing-website-iryna.glitch.me/)
17:11:04	46/46	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Jun%202025%2014:11:04%20GMT	https://placeholder-final-web.glitch.me/robots.txt		(from )
17:11:05	4677/4677	---M--	200	added ('OK')	text/css	etag:%227f2b2435d8beccc0e6119fe623157865%22	https://placeholder-final-web.glitch.me/public/style.css	placeholder-final-web.glitch.me/public/style.css	(from https://placeholder-final-web.glitch.me/)
17:11:06	0/-1	---M--	301	error ('')			https://cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515%2Fhello-eleventy-social.png?v=1616712747908	cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515/hello-eleventy-social.130540.delayed	(from https://placeholder-final-web.glitch.me/)
17:11:06	0/-1	---M--	301	error ('')			https://cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515%2Fhello-eleventy-social.png?v=1616712747908	cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515/hello-eleventy-social.140540.delayed	(from https://placeholder-final-web.glitch.me/)
17:11:06	49077/49077	---M--	200	added ('OK')	image/png	etag:%2275e6f7a8745b8e45986d50ee39069f27%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/place-Photoroom.png?v=1732713685216	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/place-Photoroomfdd5.png	(from https://placeholder-final-web.glitch.me/)
17:11:08	316759/316759	---M--	200	added ('OK')	image/jpeg	etag:%2259b6d3d7e206422161cbaf495f560ae9%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.43.29.jpeg?v=1733335448734	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.43.29ed00.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:08	4180/4180	---M--	200	added ('OK')	text/html	etag:%22a4a70eb3543fef0099c1556207f8c098%22	https://placeholder-final-web.glitch.me/booked	placeholder-final-web.glitch.me/booked.html	(from https://placeholder-final-web.glitch.me/)
17:11:09	4145/4145	---M--	200	added ('OK')	text/html	etag:%2246447e5ff645dce96b87e00939dc6601%22	https://placeholder-final-web.glitch.me/liked	placeholder-final-web.glitch.me/liked.html	(from https://placeholder-final-web.glitch.me/)
17:11:11	695539/695539	---M--	200	added ('OK')	image/jpeg	etag:%2263df64baffc9f5910cab2a0de3ae8d7e%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.20.06.jpeg?v=1733335364065	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.20.06dbf4.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:13	578547/578547	---M--	200	added ('OK')	image/jpeg	etag:%22b648c484716677209044d633c1db91e0%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.14.07.jpeg?v=1733336405641	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.14.07995c.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:13	500025/500025	---M--	200	added ('OK')	image/jpeg	etag:%2249e7dd3b825749e5d1e7a890398f806c%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.34.36.jpeg?v=1733336813613	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.34.36c8f2.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:14	350440/350440	---M--	200	added ('OK')	image/jpeg	etag:%22a484b6ede1d92ce46ab664594bb9042a%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/Snapshot-2.jpg?v=1733336581578	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/Snapshot-249e3.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:15	310486/310486	---M--	200	added ('OK')	image/jpeg	etag:%22ef5bb171fe5ccefd556db23132e4dd52%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.33.50.jpeg?v=1733337035998	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.33.50eb89.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:16	610362/610362	---M--	200	added ('OK')	image/jpeg	etag:%22b4349d0e67b42114c41f18cf548ff0a8%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.37.39.jpeg?v=1733336652381	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.37.3962de.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:17	358988/358988	---M--	200	added ('OK')	image/jpeg	etag:%2293dce8c5a3c9f64e61b13482d3e81cf1%22	https://cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.31.23.jpeg?v=1733336739640	cdn.glitch.global/626ddba4-b3ae-43e5-8318-43c4c03c44e4/%d0%97%d0%bd%d1%96%d0%bc%d0%be%d0%ba%20%d0%b5%d0%ba%d1%80%d0%b0%d0%bd%d0%b0%202024-10-14%20%d0%be%2019.31.232dbb.jpg	(from https://placeholder-final-web.glitch.me/)
17:11:17	5511/5511	---M--	200	added ('OK')	text/html	etag:%2253c71944c78584f35f31e6d06c8538d4%22	https://placeholder-final-web.glitch.me/about	placeholder-final-web.glitch.me/about.html	(from https://placeholder-final-web.glitch.me/)
17:11:18	3453/3453	---M--	200	added ('OK')	text/html	etag:%22ced68e28141abcdc26740ffb3d70fa79%22	https://placeholder-final-web.glitch.me/chats	placeholder-final-web.glitch.me/chats.html	(from https://placeholder-final-web.glitch.me/)
17:11:19	3721/3721	---M--	200	added ('OK')	text/html	etag:%22fd5b254fa8adfefddd91f06138895071%22	https://placeholder-final-web.glitch.me/events%20and%20available%20rooms	placeholder-final-web.glitch.me/events%20and%20available%20rooms.html	(from https://placeholder-final-web.glitch.me/)
17:11:20	3142/3142	---M--	200	added ('OK')	text/html	etag:%22198bc6e49a05dbffe4fd83c44ad2184f%22	https://placeholder-final-web.glitch.me/my%20account	placeholder-final-web.glitch.me/my%20account.html	(from https://placeholder-final-web.glitch.me/)
17:11:21	46/46	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Jun%202025%2014:11:21%20GMT	https://caseys-art-portfolio.glitch.me/robots.txt		(from )
17:11:22	4471/4471	---M--	200	added ('OK')	text/css	etag:%223549177a89a34ac932e71fab44e8421c%22	https://caseys-art-portfolio.glitch.me/public/style.css	caseys-art-portfolio.glitch.me/public/style.css	(from https://caseys-art-portfolio.glitch.me/)
17:11:23	0/-1	---M--	301	error ('')			https://cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515%2Fhello-eleventy-social.png?v=1616712747908	cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515/hello-eleventy-social.250540.delayed	(from https://caseys-art-portfolio.glitch.me/)
17:11:23	0/-1	---M--	301	error ('')			https://cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515%2Fhello-eleventy-social.png?v=1616712747908	cdn.glitch.com/605e2a51-d45f-4d87-a285-9410ad350515/hello-eleventy-social.260540.delayed	(from https://caseys-art-portfolio.glitch.me/)
17:11:23	525850/525850	---M--	200	added ('OK')	image/jpeg	etag:%228ef018f49966653584bec478c8d629ba%22	https://cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Index.jpg?v=1729245359964	cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Index7b37.jpg	(from https://caseys-art-portfolio.glitch.me/)
17:11:25	3117/3117	---M--	200	added ('OK')	text/html	etag:%22b90fb1bdcd98f3edf61159cdea2be7e3%22	https://caseys-art-portfolio.glitch.me/posts/The-Stag/	caseys-art-portfolio.glitch.me/posts/The-Stag/index.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:26	485580/485580	---M--	200	added ('OK')	image/jpeg	etag:%22fa90abc25c4375b0a0ff10817d1298b9%22	https://cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/the%20stag.jpg?v=1729245378393	cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/the%20stagd40a.jpg	(from https://caseys-art-portfolio.glitch.me/)
17:11:26	634377/634377	---M--	200	added ('OK')	image/jpeg	etag:%2294803ef5bb6c04ff50c8a2b5ec48d7bb%22	https://cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/koi.jpg?v=1729245381188	cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/koie9be.jpg	(from https://caseys-art-portfolio.glitch.me/)
17:11:26	3007/3007	---M--	200	added ('OK')	text/html	etag:%22c2a6b8498fc8a2b6abc16ca3d3208b3f%22	https://caseys-art-portfolio.glitch.me/posts/Serenity/	caseys-art-portfolio.glitch.me/posts/Serenity/index.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:27	3265/3265	---M--	200	added ('OK')	text/html	etag:%220d717fa3e422e1c10981b45026c15544%22	https://caseys-art-portfolio.glitch.me/posts/Snow/	caseys-art-portfolio.glitch.me/posts/Snow/index.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:28	268531/268531	---M--	200	added ('OK')	image/jpeg	etag:%22ac7fb3113f2ada09780f209af8e765c0%22	https://cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Fox.jpg?v=1735466905158	cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Fox7312.jpg	(from https://caseys-art-portfolio.glitch.me/)
17:11:28	373063/373063	---M--	200	added ('OK')	image/jpeg	etag:%22029f523171af6e989c5db7503dc88c1f%22	https://cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Cows.jpg?v=1735467381700	cdn.glitch.global/3b6de933-e61e-4ccf-848a-0f3e778d4f1f/Cowsc7ae.jpg	(from https://caseys-art-portfolio.glitch.me/)
17:11:28	2985/2985	---M--	200	added ('OK')	text/html	etag:%2245a44e30044699dacafc2643476cc3fa%22	https://caseys-art-portfolio.glitch.me/posts/Cows/	caseys-art-portfolio.glitch.me/posts/Cows/index.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:28	2265/2265	---M--	200	added ('OK')	text/html	etag:%22d04c049e47a0343b8c8fe6e2ef18ba6a%22	https://caseys-art-portfolio.glitch.me/posts	caseys-art-portfolio.glitch.me/posts.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:29	2726/2726	---M--	200	added ('OK')	text/html	etag:%22e212ae3f21c079e9799707d3fe0d40e2%22	https://caseys-art-portfolio.glitch.me/about	caseys-art-portfolio.glitch.me/about.html	(from https://caseys-art-portfolio.glitch.me/)
17:11:30	3674/3674	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jun%202025%2014:11:30%20GMT	https://spectacled-tourmaline-sea.glitch.me/robots.txt		(from )
17:11:32	1625992/1625992	---M--	200	added ('OK')	image/gif	etag:%22695e4391bc170fb0e6a2d91f12e76aec%22	https://cdn.glitch.global/9916ab9f-aa6c-40c2-9bb2-c77619596772/dde71f5725e464c33d131d2fa89bf7ca.gif?v=1735583887473	cdn.glitch.global/9916ab9f-aa6c-40c2-9bb2-c77619596772/dde71f5725e464c33d131d2fa89bf7ca72c3.gif	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:32	5177/5177	---M--	200	added ('OK')	text/html	etag:%22d5582b6290805a2acf617ce71a7f66d7%22	https://spectacled-tourmaline-sea.glitch.me/page1.html	spectacled-tourmaline-sea.glitch.me/page1.html	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:34	178131/178131	---M--	200	added ('OK')	image/jpeg	etag:%222d6eca24f9c71e40323740ce9ce01849%22	https://cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/dec36e679c9572ceb139a072e968d0e9.jpg?v=1727812329260	cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/dec36e679c9572ceb139a072e968d0e9f4e2.jpg	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:34	5579/5579	---M--	200	added ('OK')	text/html	etag:%2278cd472bf8f637822eb1a47e76924585%22	https://spectacled-tourmaline-sea.glitch.me/page2.html	spectacled-tourmaline-sea.glitch.me/page2.html	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:36	5420409/5420409	---M--	200	added ('OK')	image/jpeg	etag:%224be8d8bcae3c724be7e88b78a86026e7%22	https://cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/IMG_1236.JPG?v=1727812922603	cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/IMG_123611da.jpg	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:36	5386/5386	---M--	200	added ('OK')	text/html	etag:%2278071eb0c0f82370a68805ac86641b64%22	https://spectacled-tourmaline-sea.glitch.me/page3.html	spectacled-tourmaline-sea.glitch.me/page3.html	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:38	630780/630780	---M--	200	added ('OK')	image/png	etag:%22059bf2c5e240943c6df3c1a5e2934ab4%22	https://cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/image_2024-10-01_23-01-16.png?v=1727812890097	cdn.glitch.global/287eabb1-badc-477e-8141-d7bd55ca88a9/image_2024-10-01_23-01-16baa1.png	(from https://spectacled-tourmaline-sea.glitch.me/)
17:11:38	3674/3674	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jun%202025%2014:11:38%20GMT	https://flannel-tabby-hexagon.glitch.me/robots.txt		(from )
17:11:39	4610/4610	---M--	200	added ('OK')	text/css	etag:%225a13c6579e6dcf7d5987d76e7c2d4d31%22	https://flannel-tabby-hexagon.glitch.me/styles.css	flannel-tabby-hexagon.glitch.me/styles.css	(from https://flannel-tabby-hexagon.glitch.me/)
17:11:40	4369/4369	---M--	200	added ('OK')	text/html	etag:%22ea192b25bf34da54913032948803e10e%22	https://flannel-tabby-hexagon.glitch.me/projects.html	flannel-tabby-hexagon.glitch.me/projects.html	(from https://flannel-tabby-hexagon.glitch.me/)
17:11:41	2936/2936	---M--	200	added ('OK')	text/html	etag:%22157b952baa2ac61495f6315aa25a060f%22	https://flannel-tabby-hexagon.glitch.me/services.html	flannel-tabby-hexagon.glitch.me/services.html	(from https://flannel-tabby-hexagon.glitch.me/)
17:11:42	2562/2562	---M--	200	added ('OK')	text/html	etag:%22d53d6233d9626952feeb19fd83a4bb19%22	https://flannel-tabby-hexagon.glitch.me/contacts.html	flannel-tabby-hexagon.glitch.me/contacts.html	(from https://flannel-tabby-hexagon.glitch.me/)
17:11:43	46/46	---M--	302	error ('Found')	text/html	date:Mon,%2030%20Jun%202025%2014:11:43%20GMT	https://blind-mind-project.glitch.me/robots.txt		(from )
17:11:44	3235/3235	---M--	200	added ('OK')	text/css	etag:%226693d84c30bf68a1282419376aad5479%22	https://blind-mind-project.glitch.me/public/style.css	blind-mind-project.glitch.me/public/style.css	(from https://blind-mind-project.glitch.me/)
17:11:45	26646/26646	---M--	200	added ('OK')	image/png	etag:%227e8f6f1b8b603f8e43ddf228dca43b71%22	https://cdn.glitch.global/65e77665-d478-49e2-980b-af32c9cf38d5/Blind%20Mind%20logo.png?v=1735933026057	cdn.glitch.global/65e77665-d478-49e2-980b-af32c9cf38d5/Blind%20Mind%20logo7f52.png	(from https://blind-mind-project.glitch.me/)
17:11:48	3439983/3439983	---M--	200	added ('OK')	image/jpeg	etag:%22a4df6601ea6af4ceb2f27ea8a564991f%22	https://cdn.glitch.global/65e77665-d478-49e2-980b-af32c9cf38d5/blind%20mind%20top%202227.jpg?v=1735761961397	cdn.glitch.global/65e77665-d478-49e2-980b-af32c9cf38d5/blind%20mind%20top%20222761c4.jpg	(from https://blind-mind-project.glitch.me/)
